Date,pred
2024-01-02,224.16666666666666
2024-01-03,158.33333333333334
2024-01-04,265.4166666666667
2024-01-05,25.0
2024-01-06,209.16666666666666
2024-01-07,75.41666666666667
2024-01-08,230.41666666666666
2024-01-09,590.4166666666666
2024-01-10,127.5
2024-01-11,123.75
