Date,pred
2024-01-02,346.25
2024-01-03,687.5
2024-01-04,985.0
2024-01-05,570.8333333333334
2024-01-06,807.5
2024-01-07,177.91666666666666
2024-01-08,409.5833333333333
2024-01-09,796.25
2024-01-10,95.83333333333333
2024-01-11,379.1666666666667
