Date,pred
2024-01-02,1143.75
2024-01-03,470.8333333333333
2024-01-04,1260.4166666666667
2024-01-05,497.5
2024-01-06,1255.4166666666667
2024-01-07,297.9166666666667
2024-01-08,720.0
2024-01-09,843.75
2024-01-10,266.25
2024-01-11,766.6666666666666
