Date,pred
2024-01-02,602.5
2024-01-03,522.5
2024-01-04,1170.0
2024-01-05,623.3333333333334
2024-01-06,1042.0833333333333
2024-01-07,184.58333333333334
2024-01-08,492.5
2024-01-09,530.8333333333334
2024-01-10,193.33333333333334
2024-01-11,284.5833333333333
